Index,SKU Code,Design No.,Stock,Gender,Category,Size,Color
3119,JAN8641-DR-L,Jan-41,0,Female,DRESS,L,MINT GREEN
3120,JAN8641-DR-M,Jan-41,3,Female,DRESS,M,MINT GREEN
3121,JAN8641-DR-S,Jan-41,0,Female,DRESS,S,MINT GREEN
3122,JAN8641-DR-XL,Jan-41,4,Female,DRESS,XL,MINT GREEN
3123,JAN8641-DR-XXL,Jan-41,3,Female,DRESS,XXL,MINT GREEN
3124,JAN8642-TP-L,Jan-42,2,Female,TOP,L,Yellow
3125,JAN8642-TP-M,Jan-42,3,Female,TOP,M,Yellow
3126,JAN8642-TP-S,Jan-42,2,Female,TOP,S,Yellow
3127,JAN8642-TP-XL,Jan-42,2,Female,TOP,XL,Yellow
3128,JAN8642-TP-XXL,Jan-42,2,Female,TOP,XXL,Yellow
3129,JAN8643-KR-L,Jan-43,12,Male,KURTA,L,Teal
3130,JAN8643-KR-M,Jan-43,12,Male,KURTA,M,Teal
3131,JAN8643-KR-S,Jan-43,6,Male,KURTA,S,Teal
3132,JAN8643-KR-XL,Jan-43,10,Male,KURTA,XL,Teal
3133,JAN8643-KR-XXL,Jan-43,5,Male,KURTA,XXL,Teal
3134,JAN8644-TP-L,Jan-44,11,Female,TOP,L,Black
3135,JAN8644-TP-M,Jan-44,12,Female,TOP,M,Black
3136,JAN8644-TP-S,Jan-44,6,Female,TOP,S,Black
3137,JAN8644-TP-XL,Jan-44,12,Female,TOP,XL,Black
3138,JAN8644-TP-XXL,Jan-44,8,Female,TOP,XXL,Black
3139,JAN8645-DR-L,Jan-45,5,Female,DRESS,L,White
3140,JAN8645-DR-M,Jan-45,4,Female,DRESS,M,White
3141,JAN8645-DR-S,Jan-45,1,Female,DRESS,S,White
3142,JAN8645-DR-XL,Jan-45,9,Female,DRESS,XL,White
3143,JAN8645-DR-XXL,Jan-45,3,Female,DRESS,XXL,White
3144,JAN8646-KR-NP-L,Jan-46,2,Male,SET,L,OFF WHITE
3145,JAN8646-KR-NP-M,Jan-46,2,Male,SET,M,OFF WHITE
3146,JAN8646-KR-NP-S,Jan-46,0,Male,SET,S,OFF WHITE
3147,JAN8646-KR-NP-XL,Jan-46,1,Male,SET,XL,OFF WHITE
3148,JAN8646-KR-NP-XXL,Jan-46,2,Male,SET,XXL,OFF WHITE
3149,JAN8652-KR-NP-L,Jan-52,10,Male,SET,L,Green
3150,JAN8652-KR-NP-M,Jan-52,7,Male,SET,M,Green
3151,JAN8652-KR-NP-S,Jan-52,5,Male,SET,S,Green
3152,JAN8652-KR-NP-XL,Jan-52,12,Male,SET,XL,Green
3153,JAN8652-KR-NP-XXL,Jan-52,10,Male,SET,XXL,Green
3154,JAN8653-TP-L,Jan-53,3,Female,TOP,L,White
3155,JAN8653-TP-M,Jan-53,3,Female,TOP,M,White
3156,JAN8653-TP-S,Jan-53,3,Female,TOP,S,White
3157,JAN8653-TP-XL,Jan-53,0,Female,TOP,XL,White
3158,JAN8653-TP-XXL,Jan-53,5,Female,TOP,XXL,White
3159,JAN8654-KR-L,Jan-54,5,Male,KURTA,L,Mustard
3160,JAN8654-KR-M,Jan-54,3,Male,KURTA,M,Mustard
3161,JAN8654-KR-S,Jan-54,2,Male,KURTA,S,Mustard
3162,JAN8654-KR-XL,Jan-54,8,Male,KURTA,XL,Mustard
3163,JAN8654-KR-XXL,Jan-54,3,Male,KURTA,XXL,Mustard
3164,JAN8655-DR-L,Jan-55,8,Female,DRESS,L,Cream
3165,JAN8655-DR-M,Jan-55,3,Female,DRESS,M,Cream
3166,JAN8655-DR-S,Jan-55,0,Female,DRESS,S,Cream
3167,JAN8655-DR-XL,Jan-55,7,Female,DRESS,XL,Cream
3168,JAN8655-DR-XXL,Jan-55,3,Female,DRESS,XXL,Cream
3169,JAN8656-KR-NP-L,Jan-56,6,Male,SET,L,Green
3170,JAN8656-KR-NP-M,Jan-56,3,Male,SET,M,Green
3171,JAN8656-KR-NP-S,Jan-56,9,Male,SET,S,Green
3172,JAN8656-KR-NP-XL,Jan-56,6,Male,SET,XL,Green
3173,JAN8656-KR-NP-XXL,Jan-56,7,Male,SET,XXL,Green
3174,JAN8657-TP-L,Jan-57,6,Female,TOP,L,Brown
3175,JAN8657-TP-M,Jan-57,4,Female,TOP,M,Brown
3176,JAN8657-TP-S,Jan-57,3,Female,TOP,S,Brown
3177,JAN8657-TP-XL,Jan-57,3,Female,TOP,XL,Brown
3178,JAN8657-TP-XXL,Jan-57,4,Female,TOP,XXL,Brown
3179,JAN8658-KR-L,Jan-58,13,Male,KURTA,L,Red
3180,JAN8658-KR-M,Jan-58,13,Male,KURTA,M,Red
3181,JAN8658-KR-S,Jan-58,13,Male,KURTA,S,Red
3182,JAN8658-KR-XL,Jan-58,15,Male,KURTA,XL,Red
3183,JAN8658-KR-XXL,Jan-58,15,Male,KURTA,XXL,Red
3184,JAN8659-KR-NP-L,Jan-59,10,Male,SET,L,Green
3185,JAN8659-KR-NP-M,Jan-59,8,Male,SET,M,Green
3186,JAN8659-KR-NP-S,Jan-59,6,Male,SET,S,Green
3187,JAN8659-KR-NP-XL,Jan-59,10,Male,SET,XL,Green
3188,JAN8659-KR-NP-XXL,Jan-59,6,Male,SET,XXL,Green
3189,JAN8660-KR-NP-L,Jan-60,3,Male,SET,L,White
3190,JAN8660-KR-NP-M,Jan-60,5,Male,SET,M,White
3191,JAN8660-KR-NP-S,Jan-60,1,Male,SET,S,White
3192,JAN8660-KR-NP-XL,Jan-60,6,Male,SET,XL,White
3193,JAN8660-KR-NP-XXL,Jan-60,4,Male,SET,XXL,White
3194,JAN8661-KR-NP-L,Jan-61,1,Male,SET,L,Red
3195,JAN8661-KR-NP-M,Jan-61,5,Male,SET,M,Red
3196,JAN8661-KR-NP-S,Jan-61,1,Male,SET,S,Red
3197,JAN8661-KR-NP-XL,Jan-61,4,Male,SET,XL,Red
3198,JAN8661-KR-NP-XXL,Jan-61,3,Male,SET,XXL,Red
3199,JAN8662-KR-NP-L,Jan-62,0,Female,KURTA SET,L,AQUA GREEN
3200,JAN8662-KR-NP-M,Jan-62,1,Female,KURTA SET,M,AQUA GREEN
3201,JAN8662-KR-NP-S,Jan-62,2,Female,KURTA SET,S,AQUA GREEN
3202,JAN8662-KR-NP-XL,Jan-62,0,Female,KURTA SET,XL,AQUA GREEN
3203,JAN8662-KR-NP-XXL,Jan-62,2,Female,KURTA SET,XXL,AQUA GREEN
3204,JAN8663-TP-L,Jan-63,9,Female,TOP,L,White
3205,JAN8663-TP-M,Jan-63,7,Female,TOP,M,White
3206,JAN8663-TP-S,Jan-63,8,Female,TOP,S,White
3207,JAN8663-TP-XL,Jan-63,6,Female,TOP,XL,White
3208,JAN8663-TP-XXL,Jan-63,13,Female,TOP,XXL,White
3209,JAN8664-TP-L,Jan-64,3,Female,TOP,L,Sky Blue
3210,JAN8664-TP-M,Jan-64,4,Female,TOP,M,Sky Blue
3211,JAN8664-TP-S,Jan-64,4,Female,TOP,S,Sky Blue
3212,JAN8664-TP-XL,Jan-64,5,Female,TOP,XL,Sky Blue
3213,JAN8664-TP-XXL,Jan-64,5,Female,TOP,XXL,Sky Blue
3214,JAN8665-TP-L,Jan-65,1,Female,TOP,L,LIGHT YELLOW
3215,JAN8665-TP-M,Jan-65,1,Female,TOP,M,LIGHT YELLOW
3216,JAN8665-TP-S,Jan-65,0,Female,TOP,S,LIGHT YELLOW
3217,JAN8665-TP-XL,Jan-65,2,Female,TOP,XL,LIGHT YELLOW
3218,JAN8665-TP-XXL,Jan-65,2,Female,TOP,XXL,LIGHT YELLOW
3219,JAN8666-TP-L,Jan-66,4,Female,TOP,L,Green
3220,JAN8666-TP-M,Jan-66,3,Female,TOP,M,Green
3221,JAN8666-TP-S,Jan-66,7,Female,TOP,S,Green
3222,JAN8666-TP-XL,Jan-66,5,Female,TOP,XL,Green
3223,JAN8666-TP-XXL,Jan-66,8,Female,TOP,XXL,Green
3224,JAN8667-DR-L,Jan-67,0,Female,DRESS,L,White
3225,JAN8667-DR-M,Jan-67,0,Female,DRESS,M,White
3226,JAN8667-DR-S,Jan-67,0,Female,DRESS,S,White
3227,JAN8667-DR-XL,Jan-67,0,Female,DRESS,XL,White
3228,JAN8667-DR-XXL,Jan-67,0,Female,DRESS,XXL,White
3229,JAN8668-DR-L,Jan-68,0,Female,DRESS,L,Green
3230,JAN8668-DR-M,Jan-68,0,Female,DRESS,M,Green
3231,JAN8668-DR-S,Jan-68,0,Female,DRESS,S,Green
3232,JAN8668-DR-XL,Jan-68,0,Female,DRESS,XL,Green
3233,JAN8668-DR-XXL,Jan-68,0,Female,DRESS,XXL,Green
3234,JAN8669-DR-L,Jan-69,2,Female,DRESS,L,LIGHT YELLOW
3235,JAN8669-DR-M,Jan-69,1,Female,DRESS,M,LIGHT YELLOW
3236,JAN8669-DR-S,Jan-69,1,Female,DRESS,S,LIGHT YELLOW
3237,JAN8669-DR-XL,Jan-69,2,Female,DRESS,XL,LIGHT YELLOW
3238,JAN8669-DR-XXL,Jan-69,1,Female,DRESS,XXL,LIGHT YELLOW
3239,JAN8670-DR-L,Jan-70,4,Female,DRESS,L,Blue
3240,JAN8670-DR-M,Jan-70,4,Female,DRESS,M,Blue
3241,JAN8670-DR-S,Jan-70,4,Female,DRESS,S,Blue
3242,JAN8670-DR-XL,Jan-70,6,Female,DRESS,XL,Blue
3243,JAN8670-DR-XXL,Jan-70,3,Female,DRESS,XXL,Blue
3244,JAN8676-KR-L,Jan-76,3,Male,KURTA,L,Mustard
3245,JAN8676-KR-M,Jan-76,1,Male,KURTA,M,Mustard
3246,JAN8676-KR-S,Jan-76,5,Male,KURTA,S,Mustard
3247,JAN8676-KR-XL,Jan-76,4,Male,KURTA,XL,Mustard
3248,JAN8676-KR-XXL,Jan-76,3,Male,KURTA,XXL,Mustard
3249,JAN8677-KR-L,Jan-77,17,Male,KURTA,L,Sea Green
3250,JAN8677-KR-M,Jan-77,17,Male,KURTA,M,Sea Green
3251,JAN8677-KR-S,Jan-77,21,Male,KURTA,S,Sea Green
3252,JAN8677-KR-XL,Jan-77,18,Male,KURTA,XL,Sea Green
3253,JAN8677-KR-XXL,Jan-77,16,Male,KURTA,XXL,Sea Green
3254,JAN8678-KR-L,Jan-78,4,Male,KURTA,L,Pink
3255,JAN8678-KR-M,Jan-78,4,Male,KURTA,M,Pink
3256,JAN8678-KR-S,Jan-78,5,Male,KURTA,S,Pink
3257,JAN8678-KR-XL,Jan-78,4,Male,KURTA,XL,Pink
3258,JAN8678-KR-XXL,Jan-78,4,Male,KURTA,XXL,Pink
3259,JAN8679-KR-L,Jan-79,4,Male,KURTA,L,Pink
3260,JAN8679-KR-M,Jan-79,4,Male,KURTA,M,Pink
3261,JAN8679-KR-S,Jan-79,0,Male,KURTA,S,Pink
3262,JAN8679-KR-XL,Jan-79,7,Male,KURTA,XL,Pink
3263,JAN8679-KR-XXL,Jan-79,9,Male,KURTA,XXL,Pink
3264,JAN8680-KR-L,Jan-80,5,Male,KURTA,L,Blue
3265,JAN8680-KR-M,Jan-80,0,Male,KURTA,M,Blue
3266,JAN8680-KR-S,Jan-80,0,Male,KURTA,S,Blue
3267,JAN8680-KR-XL,Jan-80,2,Male,KURTA,XL,Blue
3268,JAN8680-KR-XXL,Jan-80,1,Male,KURTA,XXL,Blue
3269,JNE0722,JNE0722,56,Female,SAREE,FREE,Purple
3270,JNE0850,JNE0850,30,Female,SAREE,FREE,Red
3271,JNE09186-BLUE-SR-JP7104RMV,JNE09186,65,Female,SAREE,FREE,Teal
3272,JNE09187-PINK-SR-JP7104RNV,JNE09187,30,Female,SAREE,FREE,Pink
3273,JNE09209-MULTI-SR-JP8101RMV,JNE09209,24,Female,SAREE,FREE,Teal
3274,JNE09210-PINK-SR-JP8101RNV,JNE09210,22,Female,SAREE,FREE,Pink
3275,JNE09233-MULTI-SR-JP8108PV,JNE09233,26,Female,SAREE,FREE,Purple
3276,JNE09300-PURPLE-SR-JB6102PV,JNE09300,59,Female,SAREE,FREE,Purple
3277,JNE1000-NAVY-SR-JB6102RMV,JNE1000,71,Female,SAREE,FREE,Teal
3278,JNE1233-BLUE-KR-031-L,JNE1233,46,Male,KURTA,L,Blue
3279,JNE1233-BLUE-KR-031-M,JNE1233,117,Male,KURTA,M,Blue
3280,JNE1233-BLUE-KR-031-S,JNE1233,61,Male,KURTA,S,Blue
3281,JNE1233-BLUE-KR-031-XL,JNE1233,139,Male,KURTA,XL,Blue
3282,JNE1233-BLUE-KR-031-XS,JNE1233,23,Male,KURTA,XS,Blue
3283,JNE1233-BLUE-KR-031-XXL,JNE1233,49,Male,KURTA,XXL,Blue
3284,JNE1233-BLUE-KR-031-XXXL,JNE1233,75,Male,KURTA,XXXL,Blue
3285,JNE1234-MULTI-KR-032-L,JNE1234,24,Male,KURTA,L,Multicolor
3286,JNE1234-MULTI-KR-032-M,JNE1234,21,Male,KURTA,M,Multicolor
3287,JNE1234-MULTI-KR-032-S,JNE1234,8,Male,KURTA,S,Multicolor
3288,JNE1234-MULTI-KR-032-XL,JNE1234,8,Male,KURTA,XL,Multicolor
3289,JNE1234-MULTI-KR-032-XS,JNE1234,18,Male,KURTA,XS,Multicolor
3290,JNE1234-MULTI-KR-032-XXL,JNE1234,32,Male,KURTA,XXL,Multicolor
3291,JNE1234-MULTI-KR-032-XXXL,JNE1234,4,Male,KURTA,XXXL,Multicolor
3292,JNE1408-GREY-KR-UDF19-L,JNE1408,174,Male,KURTA,L,Grey
3293,JNE1408-GREY-KR-UDF19-M,JNE1408,32,Male,KURTA,M,Grey
3294,JNE1408-GREY-KR-UDF19-S,JNE1408,404,Male,KURTA,S,Grey
3295,JNE1408-GREY-KR-UDF19-XL,JNE1408,103,Male,KURTA,XL,Grey
3296,JNE1408-GREY-KR-UDF19-XS,JNE1408,262,Male,KURTA,XS,Grey
3297,JNE1408-GREY-KR-UDF19-XXL,JNE1408,55,Male,KURTA,XXL,Grey
3298,JNE1408-GREY-KR-UDF19-XXXL,JNE1408,119,Male,KURTA,XXXL,Grey
3299,JNE1525-KR-UDF19BLACK-L,JNE1525,874,Male,KURTA,L,Black
3300,JNE1525-KR-UDF19BLACK-M,JNE1525,1082,Male,KURTA,M,Black
3301,JNE1525-KR-UDF19BLACK-S,JNE1525,775,Male,KURTA,S,Black
3302,JNE1525-KR-UDF19BLACK-XL,JNE1525,844,Male,KURTA,XL,Black
3303,JNE1525-KR-UDF19BLACK-XS,JNE1525,563,Male,KURTA,XS,Black
3304,JNE1525-KR-UDF19BLACK-XXL,JNE1525,448,Male,KURTA,XXL,Black
3305,JNE1525-KR-UDF19BLACK-XXXL,JNE1525,222,Male,KURTA,XXXL,Black
3306,,JNE1906,1,Male,KURTA,5XL,Black
3307,JNE1906-KR-031-L,JNE1906,4,Male,KURTA,L,Black
3308,JNE1906-KR-031-M,JNE1906,10,Male,KURTA,M,Black
3309,JNE1906-KR-031-S,JNE1906,21,Male,KURTA,S,Black
3310,JNE1906-KR-031-XL,JNE1906,10,Male,KURTA,XL,Black
3311,JNE1906-KR-031-XS,JNE1906,34,Male,KURTA,XS,Black
3312,JNE1906-KR-031-XXL,JNE1906,7,Male,KURTA,XXL,Black
3313,JNE1906-KR-031-XXXL,JNE1906,1,Male,KURTA,XXXL,Black
3314,JNE1951-KR-155-L,JNE1951,5,Male,KURTA,L,Green
3315,JNE1951-KR-155-M,JNE1951,8,Male,KURTA,M,Green
3316,JNE1951-KR-155-S,JNE1951,23,Male,KURTA,S,Green
3317,JNE1951-KR-155-XL,JNE1951,0,Male,KURTA,XL,Green
3318,JNE1951-KR-155-XS,JNE1951,15,Male,KURTA,XS,Green
3319,JNE1951-KR-155-XXL,JNE1951,4,Male,KURTA,XXL,Green
3320,JNE1951-KR-155-XXXL,JNE1951,0,Male,KURTA,XXXL,Green
3321,JNE1975-KR-309-L,JNE1975,1,Male,KURTA,L,Yellow
3322,JNE1975-KR-309-M,JNE1975,0,Male,KURTA,M,Yellow
3323,JNE1975-KR-309-S,JNE1975,2,Male,KURTA,S,Yellow
3324,JNE1975-KR-309-XL,JNE1975,0,Male,KURTA,XL,Yellow
3325,JNE1975-KR-309-XS,JNE1975,2,Male,KURTA,XS,Yellow
3326,JNE1975-KR-309-XXL,JNE1975,2,Male,KURTA,XXL,Yellow
3327,JNE1975-KR-309-XXXL,JNE1975,0,Male,KURTA,XXXL,Yellow
3328,JNE1977-KR-237-L,JNE1977,8,Male,KURTA,L,Peach
3329,JNE1977-KR-237-M,JNE1977,3,Male,KURTA,M,Peach
3330,JNE1977-KR-237-S,JNE1977,3,Male,KURTA,S,Peach
3331,JNE1977-KR-237-XL,JNE1977,11,Male,KURTA,XL,Peach
3332,JNE1977-KR-237-XS,JNE1977,6,Male,KURTA,XS,Peach
3333,JNE1977-KR-237-XXL,JNE1977,3,Male,KURTA,XXL,Peach
3334,JNE1977-KR-237-XXXL,JNE1977,2,Male,KURTA,XXXL,Peach
3335,JNE1978-KR-238-L,JNE1978,2,Male,KURTA,L,Teal
3336,JNE1978-KR-238-M,JNE1978,1,Male,KURTA,M,Teal
3337,JNE1978-KR-238-S,JNE1978,1,Male,KURTA,S,Teal
3338,JNE1978-KR-238-XL,JNE1978,0,Male,KURTA,XL,Teal
3339,JNE1978-KR-238-XS,JNE1978,2,Male,KURTA,XS,Teal
3340,JNE1978-KR-238-XXL,JNE1978,2,Male,KURTA,XXL,Teal
3341,JNE1978-KR-238-XXXL,JNE1978,1,Male,KURTA,XXXL,Teal
3342,JNE1998-KR-311-L,JNE1998,2,Male,KURTA,L,Multicolor
3343,JNE1998-KR-311-M,JNE1998,8,Male,KURTA,M,Multicolor
3344,JNE1998-KR-311-S,JNE1998,54,Male,KURTA,S,Multicolor
3345,JNE1998-KR-311-XL,JNE1998,17,Male,KURTA,XL,Multicolor
3346,JNE1998-KR-311-XS,JNE1998,3,Male,KURTA,XS,Multicolor
3347,JNE1998-KR-311-XXL,JNE1998,5,Male,KURTA,XXL,Multicolor
3348,JNE2009-KR-310-L,JNE2009,4,Male,KURTA,L,Brown
3349,JNE2009-KR-310-M,JNE2009,10,Male,KURTA,M,Brown
3350,JNE2009-KR-310-S,JNE2009,10,Male,KURTA,S,Brown
3351,JNE2009-KR-310-XL,JNE2009,2,Male,KURTA,XL,Brown
3352,JNE2009-KR-310-XS,JNE2009,12,Male,KURTA,XS,Brown
3353,JNE2009-KR-310-XXL,JNE2009,2,Male,KURTA,XXL,Brown
3354,JNE2014-KR-178-L,JNE2014,12,Male,KURTA,L,Multicolor
3355,JNE2014-KR-178-M,JNE2014,27,Male,KURTA,M,Multicolor
3356,JNE2014-KR-178-S,JNE2014,16,Male,KURTA,S,Multicolor
3357,JNE2014-KR-178-XL,JNE2014,20,Male,KURTA,XL,Multicolor
3358,JNE2014-KR-178-XS,JNE2014,21,Male,KURTA,XS,Multicolor
3359,JNE2014-KR-178-XXL,JNE2014,28,Male,KURTA,XXL,Multicolor
3360,JNE2014-KR-178-XXXL,JNE2014,29,Male,KURTA,XXXL,Multicolor
3361,JNE2032-KR-205-L,JNE2032,0,Male,KURTA,L,Teal
3362,JNE2032-KR-205-M,JNE2032,0,Male,KURTA,M,Teal
3363,JNE2032-KR-205-S,JNE2032,46,Male,KURTA,S,Teal
3364,JNE2032-KR-205-XL,JNE2032,6,Male,KURTA,XL,Teal
3365,JNE2032-KR-205-XS,JNE2032,45,Male,KURTA,XS,Teal
3366,JNE2032-KR-205-XXL,JNE2032,11,Male,KURTA,XXL,Teal
3367,JNE2032-KR-205-XXXL,JNE2032,4,Male,KURTA,XXXL,Teal
3368,JNE2041-KR-297-L,JNE2041,3,Male,KURTA,L,Red
3369,JNE2041-KR-297-M,JNE2041,6,Male,KURTA,M,Red
3370,JNE2041-KR-297-S,JNE2041,6,Male,KURTA,S,Red
3371,JNE2041-KR-297-XL,JNE2041,2,Male,KURTA,XL,Red
3372,JNE2041-KR-297-XS,JNE2041,5,Male,KURTA,XS,Red
3373,JNE2041-KR-297-XXL,JNE2041,3,Male,KURTA,XXL,Red
3374,JNE2041-KR-297-XXXL,JNE2041,12,Male,KURTA,XXXL,Red
3375,JNE2049-KR-351-L,JNE2049,4,Male,KURTA,L,Black
3376,JNE2049-KR-351-M,JNE2049,62,Male,KURTA,M,Black
3377,JNE2049-KR-351-S,JNE2049,159,Male,KURTA,S,Black
3378,JNE2049-KR-351-XL,JNE2049,41,Male,KURTA,XL,Black
3379,JNE2049-KR-351-XS,JNE2049,20,Male,KURTA,XS,Black
3380,JNE2049-KR-351-XXL,JNE2049,43,Male,KURTA,XXL,Black
3381,JNE2049-KR-351-XXXL,JNE2049,33,Male,KURTA,XXXL,Black
3382,JNE2086-KR-389-L,JNE2086,155,Male,KURTA,L,Multicolor
3383,JNE2086-KR-389-M,JNE2086,35,Male,KURTA,M,Multicolor
3384,JNE2086-KR-389-S,JNE2086,38,Male,KURTA,S,Multicolor
3385,JNE2086-KR-389-XL,JNE2086,32,Male,KURTA,XL,Multicolor
3386,JNE2086-KR-389-XS,JNE2086,30,Male,KURTA,XS,Multicolor
3387,JNE2086-KR-389-XXL,JNE2086,27,Male,KURTA,XXL,Multicolor
3388,JNE2086-KR-389-XXXL,JNE2086,96,Male,KURTA,XXXL,Multicolor
3389,JNE2100-KR-144-L,JNE2100,8,Male,KURTA,L,Teal
3390,JNE2100-KR-144-M,JNE2100,8,Male,KURTA,M,Teal
3391,JNE2100-KR-144-S,JNE2100,76,Male,KURTA,S,Teal
3392,JNE2100-KR-144-XL,JNE2100,11,Male,KURTA,XL,Teal
3393,JNE2100-KR-144-XS,JNE2100,239,Male,KURTA,XS,Teal
3394,JNE2100-KR-144-XXL,JNE2100,8,Male,KURTA,XXL,Teal
3395,JNE2100-KR-144-XXXL,JNE2100,13,Male,KURTA,XXXL,Teal
3396,JNE2101-KR-210-L,JNE2101,0,Male,KURTA,L,Red
3397,JNE2101-KR-210-M,JNE2101,2,Male,KURTA,M,Red
3398,JNE2101-KR-210-S,JNE2101,2,Male,KURTA,S,Red
3399,JNE2101-KR-210-XL,JNE2101,0,Male,KURTA,XL,Red
3400,JNE2101-KR-210-XS,JNE2101,1,Male,KURTA,XS,Red
3401,JNE2101-KR-210-XXL,JNE2101,0,Male,KURTA,XXL,Red
3402,JNE2101-KR-210-XXXL,JNE2101,2,Male,KURTA,XXXL,Red
3403,JNE2113-KR-381-L,JNE2113,1,Male,KURTA,L,Multicolor
3404,JNE2113-KR-381-M,JNE2113,3,Male,KURTA,M,Multicolor
3405,JNE2113-KR-381-S,JNE2113,4,Male,KURTA,S,Multicolor
3406,JNE2113-KR-381-XL,JNE2113,5,Male,KURTA,XL,Multicolor
3407,JNE2113-KR-381-XXL,JNE2113,6,Male,KURTA,XXL,Multicolor
3408,JNE2114-KR-340-XL,JNE2114,9,Male,KURTA,XL,Red
3409,JNE2131-KR-A-L,JNE2131,6,Male,KURTA,L,Multicolor
3410,JNE2131-KR-A-M,JNE2131,6,Male,KURTA,M,Multicolor
3411,JNE2131-KR-A-S,JNE2131,10,Male,KURTA,S,Multicolor
3412,JNE2131-KR-A-XL,JNE2131,6,Male,KURTA,XL,Multicolor
3413,JNE2131-KR-A-XS,JNE2131,8,Male,KURTA,XS,Multicolor
3414,JNE2131-KR-A-XXL,JNE2131,7,Male,KURTA,XXL,Multicolor
3415,JNE2131-KR-A-XXXL,JNE2131,8,Male,KURTA,XXXL,Multicolor
3416,JNE2132-KR-398-L,JNE2132,4,Male,KURTA,L,Pink
3417,JNE2132-KR-398-M,JNE2132,3,Male,KURTA,M,Pink
3418,JNE2132-KR-398-S,JNE2132,4,Male,KURTA,S,Pink
3419,JNE2132-KR-398-XL,JNE2132,2,Male,KURTA,XL,Pink
3420,JNE2132-KR-398-XS,JNE2132,1,Male,KURTA,XS,Pink
3421,JNE2132-KR-398-XXL,JNE2132,9,Male,KURTA,XXL,Pink
3422,JNE2132-KR-398-XXXL,JNE2132,5,Male,KURTA,XXXL,Pink
3423,JNE2145-KR-406-L,JNE2145,0,Male,KURTA,L,Blue
3424,JNE2145-KR-406-M,JNE2145,3,Male,KURTA,M,Blue
3425,JNE2145-KR-406-S,JNE2145,2,Male,KURTA,S,Blue
3426,JNE2145-KR-406-XL,JNE2145,1,Male,KURTA,XL,Blue
3427,JNE2145-KR-406-XS,JNE2145,1,Male,KURTA,XS,Blue
3428,JNE2145-KR-406-XXL,JNE2145,2,Male,KURTA,XXL,Blue
3429,JNE2145-KR-406-XXXL,JNE2145,3,Male,KURTA,XXXL,Blue
3430,JNE2153-KR-278-L,JNE2153,1,Male,KURTA,L,Sea Green
3431,JNE2153-KR-278-M,JNE2153,5,Male,KURTA,M,Sea Green
3432,JNE2153-KR-278-S,JNE2153,37,Male,KURTA,S,Sea Green
3433,JNE2153-KR-278-XL,JNE2153,4,Male,KURTA,XL,Sea Green
3434,JNE2153-KR-278-XS,JNE2153,150,Male,KURTA,XS,Sea Green
3435,JNE2153-KR-278-XXL,JNE2153,3,Male,KURTA,XXL,Sea Green
3436,JNE2153-KR-278-XXXL,JNE2153,2,Male,KURTA,XXXL,Sea Green
3437,JNE2170-KR-436-L,JNE2170,54,Male,KURTA,L,Black
3438,JNE2170-KR-436-M,JNE2170,83,Male,KURTA,M,Black
3439,JNE2170-KR-436-S,JNE2170,49,Male,KURTA,S,Black
3440,JNE2170-KR-436-XL,JNE2170,56,Male,KURTA,XL,Black
3441,JNE2170-KR-436-XS,JNE2170,13,Male,KURTA,XS,Black
3442,JNE2170-KR-436-XXL,JNE2170,29,Male,KURTA,XXL,Black
3443,JNE2170-KR-436-XXXL,JNE2170,3,Male,KURTA,XXXL,Black
3444,JNE2171-KR-437-L,JNE2171,5,Male,KURTA,L,White
3445,JNE2171-KR-437-M,JNE2171,5,Male,KURTA,M,White
3446,JNE2171-KR-437-S,JNE2171,92,Male,KURTA,S,White
3447,JNE2171-KR-437-XL,JNE2171,4,Male,KURTA,XL,White
3448,JNE2171-KR-437-XS,JNE2171,29,Male,KURTA,XS,White
3449,JNE2171-KR-437-XXL,JNE2171,1,Male,KURTA,XXL,White
3450,JNE2171-KR-437-XXXL,JNE2171,1,Male,KURTA,XXXL,White
3451,,JNE2199,1,Male,KURTA,6XL,Pink
3452,JNE2199-KR-411-L,JNE2199,21,Male,KURTA,L,Pink
3453,JNE2199-KR-411-M,JNE2199,59,Male,KURTA,M,Pink
3454,JNE2199-KR-411-S,JNE2199,35,Male,KURTA,S,Pink
3455,JNE2199-KR-411-XL,JNE2199,157,Male,KURTA,XL,Pink
3456,JNE2199-KR-411-XS,JNE2199,6,Male,KURTA,XS,Pink
3457,JNE2199-KR-411-XXL,JNE2199,55,Male,KURTA,XXL,Pink
3458,JNE2199-KR-411-XXXL,JNE2199,122,Male,KURTA,XXXL,Pink
3459,JNE2205-KR-467-L,JNE2205,1,Male,KURTA,L,Light Green
3460,JNE2205-KR-467-M,JNE2205,0,Male,KURTA,M,Light Green
3461,JNE2205-KR-467-S,JNE2205,2,Male,KURTA,S,Light Green
3462,JNE2205-KR-467-XL,JNE2205,3,Male,KURTA,XL,Light Green
3463,JNE2205-KR-467-XS,JNE2205,8,Male,KURTA,XS,Light Green
3464,JNE2205-KR-467-XXL,JNE2205,7,Male,KURTA,XXL,Light Green
3465,JNE2205-KR-467-XXXL,JNE2205,2,Male,KURTA,XXXL,Light Green
3466,JNE2251-KR-537-L,JNE2251,2,Male,KURTA,L,Peach
3467,JNE2251-KR-537-M,JNE2251,3,Male,KURTA,M,Peach
3468,JNE2251-KR-537-S,JNE2251,1,Male,KURTA,S,Peach
3469,JNE2251-KR-537-XL,JNE2251,2,Male,KURTA,XL,Peach
